"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"FL","Florida","Polk County, Florida",12105,408881,178257,44,98774,24,245797,60,157517,39,306670,75,99064,24,247379,61,155469,38,319345,78,89607,22,250788,61,71215,17,187002,46,161886,40,158519,39,134913,33,208845,51,201227,49,142305,35,221672,54,207881,51,150733,37,207121,51,139319,34,240134,59,98103,24,175052,43,231505,57
"FL","Florida","Putnam County, Florida",12107,51241,20559,40,12437,24,25324,49,25494,50,36658,72,14437,28,28801,56,21788,43,36462,71,14279,28,28005,55,10409,20,22411,44,18396,36,17358,34,16841,33,25228,49,26113,51,17391,34,27003,53,25000,49,19440,38,24350,48,19003,37,28955,57,14463,28,20695,40,29558,58
"FL","Florida","St. Johns County, Florida",12109,132733,56803,43,37679,28,81212,61,49878,38,97785,74,34049,26,81010,61,50868,38,103180,78,28205,21,81837,62,26365,20,57834,44,47732,36,53461,40,49057,37,65372,49,67808,51,42541,32,81417,61,65740,50,57217,43,67266,51,56490,43,78837,59,39826,30,52414,39,79727,60
"FL","Florida","St. Lucie County, Florida",12111,194962,87096,45,45518,23,115906,59,76591,39,142995,73,49109,25,113057,58,78696,40,146767,75,44670,23,120264,62,33791,17,86452,44,73830,38,73156,38,66754,34,99153,51,96650,50,66731,34,107256,55,97583,50,74586,38,97235,50,73278,38,113694,58,54484,28,79729,41,113244,58
"FL","Florida","Santa Rosa County, Florida",12113,103700,44453,43,27907,27,62222,60,38935,38,78258,75,25006,24,62429,60,40512,39,81581,79,22104,21,65799,63,19079,18,52004,50,35311,34,41382,40,38009,37,51301,49,52819,51,33079,32,62095,60,50822,49,42806,41,51869,50,40451,39,61465,59,29466,28,41468,40,61805,60
"FL","Florida","Sarasota County, Florida",12115,298279,126722,42,82731,28,182475,61,113674,38,225532,76,69700,23,184042,62,111476,37,232325,78,62097,21,182632,61,56941,19,139982,47,106790,36,121706,41,107646,36,153442,51,146138,49,97355,33,177732,60,149554,50,123524,41,152070,51,120337,40,179244,60,88222,30,123297,41,174275,58
"FL","Florida","Seminole County, Florida",12117,284515,121962,43,76685,27,177433,62,101923,36,215860,76,65070,23,173317,61,108073,38,219243,77,60775,21,179348,63,58580,21,130543,46,97402,34,114961,40,99284,35,147434,52,137954,48,99140,35,163176,57,146863,52,113737,40,148743,52,111706,39,172609,61,80304,28,116586,41,166985,59
"FL","Florida","Sumter County, Florida",12119,82332,37644,46,20014,24,50044,61,31336,38,60259,73,21739,26,48052,58,33812,41,63059,77,18186,22,50507,61,14052,17,38116,46,28948,35,33005,40,27734,34,42106,51,40693,49,26627,32,47865,58,40153,49,33524,41,40772,50,31588,38,48513,59,22732,28,34091,41,47638,58
"FL","Florida","Suwannee County, Florida",12121,29252,13458,46,6234,21,16249,56,12646,43,20755,71,8413,29,15985,55,13027,45,21566,74,7384,25,16987,58,5549,19,12316,42,11095,38,10037,34,9962,34,13922,48,15464,53,9297,32,16445,56,13745,47,11757,40,13506,46,11662,40,16497,56,8357,29,11705,40,17212,59
"FL","Florida","Taylor County, Florida",12123,16138,7448,46,3382,21,8639,54,7256,45,11236,70,4828,30,8548,53,7454,46,11716,73,4310,27,9005,56,3206,20,6586,41,6654,41,5106,32,5794,36,7133,44,9097,56,4813,30,9237,57,7219,45,6684,41,7053,44,6603,41,8781,54,4703,29,6009,37,9980,62
"FL","Florida","Union County, Florida",12125,10882,4954,46,2359,22,5717,53,4944,45,7477,69,3351,31,5676,52,5118,47,7802,72,3047,28,5782,53,2367,22,4237,39,4662,43,3246,30,4050,37,4480,41,6461,59,3069,28,6406,59,4687,43,4670,43,4553,42,4681,43,5706,52,3349,31,3796,35,7003,64
"FL","Florida","Volusia County, Florida",12127,357170,154262,43,91070,25,214369,60,138579,39,270075,76,85687,24,213913,60,140763,39,271533,76,80238,22,222026,62,73444,21,155976,44,141745,40,133335,37,128073,36,173789,49,184394,52,117817,33,206199,58,177119,50,142535,40,177285,50,138968,39,208590,58,101162,28,143968,40,211606,59
"FL","Florida","Wakulla County, Florida",12129,21247,9293,44,5136,24,12066,57,8776,41,15385,72,5775,27,12133,57,8921,42,15952,75,5203,24,12180,57,4059,19,9926,47,7645,36,7594,36,7542,35,10250,48,11116,52,6638,31,12338,58,10003,47,8733,41,9973,47,8471,40,12312,58,5658,27,8286,39,12790,60
"FL","Florida","Walton County, Florida",12131,40017,17579,44,10117,25,23310,58,16065,40,29032,73,10822,27,22960,57,16862,42,30287,76,9409,24,23631,59,8336,21,17949,45,15148,38,14774,37,14636,37,18927,47,21269,53,12277,31,24138,60,18909,47,17082,43,19011,48,16771,42,23205,58,11616,29,15281,38,24460,61
"FL","Florida","Washington County, Florida",12133,17473,7979,46,3842,22,9580,55,7710,44,12385,71,5027,29,9523,54,7827,45,12909,74,4446,25,9813,56,3430,20,7418,42,6943,40,5845,33,6191,35,7909,45,9652,55,5279,30,10116,58,7985,46,7255,42,7855,45,7213,41,9739,56,5034,29,6648,38,10665,61
"GA","Georgia","Appling County, Georgia",13001,12259,5625,46,2541,21,6521,53,5614,46,8504,69,3721,30,6337,52,5762,47,8871,72,3291,27,6884,56,2379,19,5002,41,5018,41,3644,30,4270,35,5522,45,6801,55,3790,31,6573,54,5554,45,4905,40,5351,44,4798,39,6558,53,3579,29,4718,38,7412,60
"GA","Georgia","Atkinson County, Georgia",13003,5146,2407,47,1003,19,2797,54,2294,45,3558,69,1556,30,2666,52,2387,46,3677,71,1388,27,2950,57,904,18,2160,42,2035,40,1571,31,1648,32,2447,48,2724,53,1703,33,2573,50,2418,47,1892,37,2314,45,1852,36,2776,54,1413,27,2071,40,3009,58
"GA","Georgia","Bacon County, Georgia",13005,7298,3058,42,1817,25,4614,63,2583,35,5524,76,1707,23,4366,60,2752,38,5569,76,1586,22,4539,62,1195,16,3625,50,2470,34,2689,37,2249,31,3893,53,3430,47,2563,35,3671,50,3755,51,2532,35,3693,51,2381,33,4269,58,1766,24,3227,44,3994,55
"GA","Georgia","Baker County, Georgia",13007,2244,1054,47,390,17,1198,53,1017,45,1574,70,640,29,1174,52,1027,46,1606,72,605,27,1300,58,324,14,903,40,937,42,658,29,685,31,1028,46,1227,55,773,34,1026,46,1063,47,757,34,1003,45,746,33,1199,53,551,25,947,42,1269,57
"GA","Georgia","Baldwin County, Georgia",13009,28162,12421,44,6311,22,16766,60,10914,39,20704,74,7101,25,16119,57,11465,41,21126,75,6632,24,17218,61,4210,15,12503,44,10527,37,9815,35,8525,30,14210,50,14080,50,9971,35,13520,48,14104,50,9599,34,13776,49,9091,32,16164,57,6645,24,12304,44,15593,55
"GA","Georgia","Banks County, Georgia",13011,12114,4798,40,3453,29,7826,65,4093,34,9295,77,2719,22,7497,62,4324,36,9429,78,2505,21,7583,63,2207,18,6333,52,3897,32,4614,38,4012,33,6513,54,5641,47,4132,34,6485,54,6253,52,4434,37,6235,51,4133,34,7245,60,2990,25,5267,43,6768,56
"GA","Georgia","Barrow County, Georgia",13013,44035,19238,44,10338,23,23873,54,19693,45,31606,72,12331,28,23794,54,19582,44,32731,74,11212,25,24363,55,9675,22,17561,40,17854,41,13324,30,16356,37,20022,45,24218,55,13516,31,24657,56,20238,46,18208,41,19684,45,18084,41,23944,54,12680,29,16756,38,27010,61
"GA","Georgia","Bartow County, Georgia",13015,64873,22408,35,18376,28,27321,42,37357,58,45518,70,19546,30,35661,55,27962,43,45318,70,19919,31,34059,53,15056,23,27785,43,23871,37,19198,30,21489,33,31728,49,33090,51,22619,35,31944,49,31760,49,24119,37,30299,47,24311,37,35530,55,18836,29,26611,41,36703,57
"GA","Georgia","Ben Hill County, Georgia",13017,11234,4988,44,2391,21,6455,57,4632,41,8138,72,2983,27,6255,56,4749,42,8298,74,2757,25,6696,60,1832,16,4966,44,4279,38,3672,33,3542,32,5503,49,5779,51,3852,34,5507,49,5486,49,3975,35,5297,47,3835,34,6271,56,2829,25,4774,42,6336,56
"GA","Georgia","Berrien County, Georgia",13019,12734,5513,43,3023,24,7220,57,5355,42,9180,72,3513,28,7055,55,5469,43,9483,74,3135,25,7388,58,2561,20,5677,45,4835,38,4111,32,4538,36,5950,47,6842,54,3940,31,7044,55,5931,47,5138,40,5805,46,4947,39,7091,56,3608,28,5004,39,7634,60
"GA","Georgia","Bibb County, Georgia",13021,99399,44552,45,20798,21,54707,55,43573,44,71145,72,26438,27,54603,55,42858,43,71135,72,25725,26,59223,60,14810,15,40143,40,41480,42,32811,33,31230,31,47611,48,52249,53,34548,35,47604,48,48443,49,34394,35,46640,47,33394,34,54046,54,24805,25,41740,42,56716,57
"GA","Georgia","Bleckley County, Georgia",13023,7872,3328,42,1898,24,4660,59,3097,39,5828,74,1977,25,4540,58,3180,40,5921,75,1848,23,4634,59,1452,18,3586,46,2951,37,2628,33,2629,33,3872,49,4029,51,2634,33,4079,52,3873,49,2921,37,3776,48,2820,36,4435,56,2089,27,3289,42,4511,57
"GA","Georgia","Brantley County, Georgia",13025,11952,5067,42,2869,24,6611,55,5168,43,8568,72,3373,28,6508,54,5245,44,8811,74,3072,26,6543,55,2712,23,5105,43,4739,40,3504,29,4562,38,5327,45,6684,56,3462,29,6886,58,5363,45,5067,42,5190,43,4976,42,6443,54,3627,30,4412,37,7455,62
"GA","Georgia","Brooks County, Georgia",13027,10706,5002,47,2130,20,5816,54,4790,45,7446,70,3187,30,5611,52,4942,46,7771,73,2795,26,6220,58,1840,17,4401,41,4346,41,3334,31,3505,33,4966,46,5796,54,3487,33,5452,51,4979,47,4058,38,4802,45,3930,37,5804,54,2927,27,4332,40,6251,58
"GA","Georgia","Bryan County, Georgia",13029,19319,7992,41,5343,28,11755,61,7241,37,14212,74,4939,26,11516,60,7511,39,14892,77,4241,22,11767,61,3894,20,9028,47,7113,37,7024,36,6853,35,9632,50,9751,50,6415,33,10732,56,9611,50,7714,40,9632,50,7386,38,11206,58,5518,29,7958,41,11272,58
"GA","Georgia","Bulloch County, Georgia",13031,36329,15708,43,9191,25,22099,61,13768,38,26919,74,9042,25,21449,59,14257,39,27847,77,7986,22,22830,63,6044,17,17297,48,12838,35,13550,37,11780,32,18678,51,17801,49,12620,35,18906,52,18336,50,13441,37,18318,50,12540,35,21346,59,9083,25,15719,43,20354,56
"GA","Georgia","Burke County, Georgia",13033,14454,6597,46,2707,19,7579,52,6622,46,10056,70,4256,29,7499,52,6700,46,10281,71,4044,28,7643,53,2502,17,5596,39,6168,43,3937,27,4748,33,6276,43,8240,57,4704,33,6978,48,6633,46,5155,36,6227,43,5098,35,7488,52,3710,26,5830,40,8487,59
"GA","Georgia","Butts County, Georgia",13035,15958,6922,43,3638,23,9357,59,6328,40,11597,73,4223,26,8900,56,6747,42,11806,74,3867,24,9447,59,2739,17,7067,44,6007,38,5147,32,5234,33,7759,49,8271,52,5283,33,8139,51,7703,48,5808,36,7491,47,5535,35,8903,56,4038,25,6662,42,9098,57
"GA","Georgia","Calhoun County, Georgia",13037,4449,2183,49,832,19,2753,62,1665,37,3166,71,1211,27,2452,55,1902,43,3294,74,1016,23,2930,66,455,10,2050,46,1604,36,1766,40,1036,23,2432,55,2038,46,1734,39,1875,42,2325,52,1324,30,2278,51,1205,27,2554,57,952,21,2141,48,2229,50
"GA","Georgia","Camden County, Georgia",13039,30476,12841,42,7820,26,17683,58,12384,41,22085,72,8110,27,17614,58,12353,41,23115,76,7085,23,18205,60,5920,19,13450,44,11565,38,10104,33,11088,36,14466,47,16110,53,9973,33,16722,55,14787,49,12171,40,14681,48,11522,38,17496,57,8302,27,12288,40,18064,59
"GA","Georgia","Candler County, Georgia",13043,6998,2963,42,1736,25,4420,63,2476,35,5306,76,1608,23,4228,60,2597,37,5358,77,1506,22,4449,64,1079,15,3516,50,2339,33,2643,38,2110,30,3791,54,3228,46,2575,37,3405,49,3684,53,2352,34,3639,52,2196,31,4153,59,1619,23,3180,45,3751,54
"GA","Georgia","Carroll County, Georgia",13045,68355,29445,43,16455,24,38325,56,28183,41,50112,73,17729,26,38150,56,28930,42,51309,75,16729,24,40592,59,13538,20,30267,44,26070,38,21911,32,24351,36,32372,47,36339,53,21485,31,37402,55,32059,47,26926,39,31682,46,25387,37,39728,58,17697,26,26997,39,40747,60
"GA","Georgia","Catoosa County, Georgia",13047,43052,18233,42,10814,25,22799,53,19183,45,30138,70,12679,29,23226,54,19253,45,31801,74,11113,26,23333,54,10803,25,17993,42,17510,41,12436,29,17756,41,18547,43,24736,57,12016,28,26013,60,18862,44,19353,45,18486,43,18887,44,23290,54,13439,31,15272,35,27611,64
"GA","Georgia","Charlton County, Georgia",13049,9193,4085,44,1985,22,5074,55,3962,43,6475,70,2641,29,4923,54,4079,44,6636,72,2447,27,5193,56,1716,19,3916,43,3624,39,2763,30,3068,33,4238,46,4995,54,2958,32,4713,51,4287,47,3432,37,4115,45,3375,37,4935,54,2519,27,3618,39,5488,60
"GA","Georgia","Chatham County, Georgia",13051,171414,73005,43,43243,25,105499,62,63273,37,128064,75,40265,23,101842,59,65782,38,129925,76,37355,22,108239,63,26577,16,75983,44,64238,37,64845,38,53305,31,88848,52,82162,48,63274,37,83570,49,89600,52,58721,34,88917,52,55115,32,99663,58,41010,24,76512,45,93111,54
"GA","Georgia","Chattahoochee County, Georgia",13053,5489,2711,49,1246,23,3324,61,2151,39,3852,70,1598,29,3050,56,2393,44,4208,77,1180,22,3614,66,826,15,2540,46,1966,36,2268,41,1674,30,2922,53,2598,47,1961,36,2908,53,2758,50,2145,39,2821,51,1920,35,3265,59,1446,26,2408,44,3031,55
"GA","Georgia","Chattooga County, Georgia",13055,17927,7460,42,4161,23,9251,52,8344,47,12610,70,5279,29,9460,53,8147,45,12836,72,5073,28,9272,52,4243,24,7214,40,7463,42,4673,26,6949,39,7476,42,10534,59,5077,28,10102,56,7797,43,7489,42,7388,41,7570,42,9291,52,5521,31,6357,35,11437,64
"GA","Georgia","Cherokee County, Georgia",13057,139654,57659,41,41137,29,87661,63,50352,36,103655,74,34827,25,86020,62,51801,37,108209,77,29095,21,84485,60,29110,21,67922,49,45639,33,53956,39,50003,36,72557,52,67518,48,47358,34,79081,57,71304,51,56857,41,72413,52,52497,38,83593,60,38053,27,58169,42,80883,58
"GA","Georgia","Clarke County, Georgia",13059,61138,27102,44,15701,26,38431,63,22051,36,45331,74,15078,25,36857,60,23338,38,47317,77,12791,21,40358,66,8579,14,29998,49,21140,35,25542,42,18092,30,34017,56,27404,45,22910,37,30167,49,32425,53,20933,34,32847,54,18791,31,37311,61,13563,22,28526,47,32251,53
"GA","Georgia","Clay County, Georgia",13061,2138,991,46,384,18,1133,53,973,46,1494,70,616,29,1115,52,981,46,1521,71,589,28,1221,57,324,15,855,40,895,42,612,29,662,31,965,45,1183,55,725,34,988,46,1005,47,729,34,945,44,723,34,1133,53,535,25,887,41,1225,57
"GA","Georgia","Clayton County, Georgia",13063,158150,73594,47,29356,19,95959,61,60192,38,115933,73,38666,24,91387,58,62825,40,117775,74,36256,23,104128,66,15113,10,78217,49,53318,34,59735,38,39089,25,87773,55,70890,45,66245,42,61671,39,86630,55,42026,27,84459,53,40090,25,95042,60,29604,19,77427,49,78775,50
"GA","Georgia","Clinch County, Georgia",13065,4343,1969,45,899,21,2303,53,1998,46,3009,69,1318,30,2253,52,2032,47,3121,72,1179,27,2441,56,802,18,1753,40,1789,41,1290,30,1460,34,1952,45,2414,56,1345,31,2273,52,1970,45,1686,39,1886,43,1655,38,2311,53,1238,29,1697,39,2592,60
"GA","Georgia","Cobb County, Georgia",13067,452004,194464,43,121606,27,270665,60,178494,39,336416,74,110331,24,273934,61,171351,38,343835,76,99818,22,277143,61,79678,18,209075,46,155587,34,169668,38,153178,34,232592,51,220876,49,161387,36,239214,53,233128,52,173574,38,234446,52,163641,36,273234,60,110471,24,192841,43,256924,57
"GA","Georgia","Coffee County, Georgia",13069,26952,12036,45,5778,21,15004,56,11569,43,19146,71,7594,28,14637,54,11830,44,19663,73,6957,26,15351,57,4806,18,11824,44,10412,39,8327,31,8986,33,12633,47,14435,54,8826,33,13794,51,12754,47,10010,37,12319,46,9707,36,14812,55,7160,27,10839,40,15837,59
"GA","Georgia","Colquitt County, Georgia",13071,28691,13342,47,5908,21,16217,57,12189,42,20293,71,8207,29,15425,54,12770,45,21028,73,7226,25,16850,59,4818,17,12715,44,10869,38,9366,33,9206,32,14143,49,14696,51,9667,34,14467,50,13792,48,10641,37,13371,47,10288,36,16023,56,7547,26,11840,41,16514,58
"GA","Georgia","Columbia County, Georgia",13073,80591,34329,43,21202,26,43937,55,36250,45,57463,71,22761,28,45682,57,34116,42,60603,75,19685,24,46165,57,17700,22,35520,44,30078,37,25987,32,31416,39,37103,46,43862,54,24927,31,46578,58,37748,47,34319,43,37594,47,33164,41,45339,56,23447,29,30985,38,49430,61
"GA","Georgia","Cook County, Georgia",13075,11018,4868,44,2377,22,6064,55,4807,44,7834,71,3106,28,5953,54,4850,44,8033,73,2861,26,6350,58,2007,18,4625,42,4436,40,3417,31,3683,33,5166,47,5905,54,3567,32,5657,51,5178,47,4132,38,4973,45,4114,37,6031,55,2978,27,4443,40,6464,59
"GA","Georgia","Coweta County, Georgia",13077,82941,34406,41,21494,26,45440,55,36407,44,59509,72,22579,27,46653,56,34942,42,61412,74,20641,25,48827,59,15805,19,36968,45,30879,37,28323,34,29041,35,40602,49,42643,51,27460,33,44534,54,40150,48,32720,39,39647,48,31478,38,47320,57,22577,27,33613,41,48559,59
"GA","Georgia","Crawford County, Georgia",13079,8643,3647,42,2063,24,4961,57,3513,41,6309,73,2271,26,4872,56,3597,42,6431,74,2145,25,4995,58,1689,20,3879,45,3287,38,2665,31,3065,35,4036,47,4647,54,2733,32,4609,53,4076,47,3327,38,3957,46,3236,37,4791,55,2336,27,3445,40,5142,59
"GA","Georgia","Crisp County, Georgia",13081,15282,7010,46,3052,20,8438,55,6676,44,10800,71,4337,28,8200,54,6820,45,11124,73,3931,26,9011,59,2446,16,6440,42,6063,40,4843,32,4797,31,7278,48,8076,53,5178,34,7448,49,7307,48,5463,36,7025,46,5296,35,8383,55,3935,26,6402,42,8695,57
"GA","Georgia","Dade County, Georgia",13083,10980,4656,42,2908,26,6620,60,4254,39,8004,73,2941,27,6365,58,4453,41,8428,77,2433,22,6740,61,2119,19,5006,46,4092,37,3919,36,3897,35,5452,50,5574,51,3471,32,6265,57,5314,48,4534,41,5300,48,4312,39,6272,57,3245,30,4426,40,6463,59
"GA","Georgia","Dawson County, Georgia",13085,15332,6718,44,3929,26,8564,56,6638,43,10911,71,4452,29,8433,55,6770,44,11574,75,3711,24,8798,57,3483,23,6630,43,5828,38,5019,33,5892,38,7038,46,8380,55,4461,29,9229,60,6938,45,6893,45,6920,45,6599,43,8446,55,4686,31,5723,37,9522,62
"GA","Georgia","Decatur County, Georgia",13087,18126,8088,45,3870,21,10430,58,7444,41,13125,72,4788,26,10149,56,7609,42,13424,74,4418,24,10929,60,2860,16,8042,44,6878,38,6025,33,5658,31,8919,49,9283,51,6327,35,8781,48,8926,49,6337,35,8656,48,6088,34,10183,56,4473,25,7779,43,10162,56
"GA","Georgia","DeKalb County, Georgia",13089,458432,198762,43,116579,25,317611,69,134563,29,363468,79,87834,19,301266,66,146145,32,366321,80,82690,18,344963,75,44952,10,244902,53,140790,31,221486,48,112930,25,285621,62,174320,38,201542,44,191627,42,270194,59,123044,27,275293,60,111451,24,300504,66,79740,17,244309,53,210235,46
"GA","Georgia","Dodge County, Georgia",13091,14355,6341,44,3049,21,7227,50,6890,48,9879,69,4407,31,7368,51,6780,47,10210,71,4131,29,7591,53,3085,21,5573,39,6180,43,3772,26,5379,37,5901,41,8525,59,4202,29,7829,55,6238,43,5889,41,5925,41,5912,41,7402,52,4319,30,5197,36,9050,63
"GA","Georgia","Dooly County, Georgia",13093,10036,4001,40,2418,24,6284,63,3507,35,7686,77,2155,21,6183,62,3511,35,7558,75,2284,23,6168,61,1424,14,4965,49,3358,33,3488,35,2803,28,5287,53,4764,47,3852,38,4326,43,5364,53,2907,29,5167,51,2791,28,5773,58,2034,20,4654,46,5281,53
"GA","Georgia","Dougherty County, Georgia",13095,58045,25854,45,11877,20,35432,61,21776,38,43001,74,13893,24,34207,59,22395,39,43541,75,13098,23,37576,65,6578,11,27724,48,19914,34,21568,37,14954,26,31490,54,26733,46,23289,40,23947,41,31190,54,16611,29,30353,52,15690,27,34074,59,11820,20,27949,48,29318,51
"GA","Georgia","Douglas County, Georgia",13097,83634,37379,45,18593,22,47835,57,34918,42,60153,72,22453,27,47276,57,35012,42,61789,74,20285,24,49745,59,13620,16,36827,44,31680,38,28594,34,26959,32,40946,49,42996,51,29386,35,41551,50,41538,50,29999,36,40615,49,28939,35,47198,56,21646,26,35853,43,47184,56
"GA","Georgia","Early County, Georgia",13099,7142,3185,45,1371,19,3575,50,3456,48,4951,69,2120,30,3687,52,3328,47,5031,70,2066,29,3898,55,1255,18,2780,39,3052,43,1909,27,2390,33,3077,43,4096,57,2302,32,3472,49,3251,46,2588,36,3046,43,2609,37,3721,52,1917,27,2811,39,4250,60
"GA","Georgia","Echols County, Georgia",13101,2397,1167,49,486,20,1377,57,1012,42,1665,69,728,30,1262,53,1103,46,1768,74,582,24,1453,61,420,18,1057,44,901,38,837,35,777,32,1217,51,1193,50,801,33,1275,53,1150,48,947,40,1133,47,890,37,1353,56,680,28,987,41,1380,58
"GA","Georgia","Effingham County, Georgia",13103,33017,13477,41,8634,26,18637,56,13838,42,24250,73,8633,26,18902,57,13547,41,24830,75,8039,24,19486,59,6735,20,14547,44,12737,39,11014,33,11840,36,16015,49,17140,52,10581,32,18097,55,15811,48,13130,40,15515,47,12581,38,18417,56,9036,27,13306,40,19485,59
"GA","Georgia","Elbert County, Georgia",13105,13596,5799,43,3080,23,7814,57,5520,41,9970,73,3499,26,7642,56,5660,42,10056,74,3395,25,7957,59,2437,18,5980,44,5116,38,4202,31,4545,33,6440,47,7205,53,4505,33,6870,51,6558,48,4915,36,6323,47,4785,35,7568,56,3472,26,5621,41,7862,58
"GA","Georgia","Emanuel County, Georgia",13107,14656,6306,43,3399,23,9097,62,5349,36,10993,75,3484,24,8654,59,5639,38,11100,76,3259,22,9169,63,2201,15,7078,48,5117,35,5331,36,4351,30,7732,53,6976,48,5307,36,7011,48,7558,52,4889,33,7395,50,4606,31,8512,58,3406,23,6604,45,7893,54
"GA","Georgia","Evans County, Georgia",13109,7032,3248,46,1468,21,4076,58,2889,41,5035,72,1934,28,3873,55,3033,43,5208,74,1697,24,4297,61,1108,16,3141,45,2635,37,2423,34,2169,31,3548,50,3516,50,2457,35,3465,49,3470,49,2514,36,3386,48,2387,34,3981,57,1785,25,3026,43,3923,56
"GA","Georgia","Fannin County, Georgia",13111,17650,7176,41,4897,28,10874,62,6593,37,13301,75,4266,24,10591,60,6717,38,13664,77,3807,22,10344,59,3394,19,8772,50,6073,34,6296,36,6183,35,9054,51,8670,49,5672,32,9884,56,8731,49,6953,39,8720,49,6553,37,10359,59,4784,27,7191,41,10329,59
